"","PassengerId","Pclass","Sex","AgeRange","AgeRangeLabels","HasCabin","Companions","Embarked","Survived"
"700",518,"3","male","4",">26-30","FALSE",3,"Q","0"
"701",155,"3","male","4",">26-30","FALSE",1,"S","0"
"702",884,"2","male","4",">26-30","FALSE",1,"S","0"
"703",521,"1","female","4",">26-30","TRUE",4,"S","1"
"704",158,"3","male","4",">26-30","FALSE",1,"S","0"
"706",282,"3","male","4",">26-30","FALSE",1,"S","0"
"707",525,"3","male","4",">26-30","FALSE",1,"C","0"
"708",608,"1","male","4",">26-30","FALSE",1,"S","1"
"710",287,"3","male","4",">26-30","FALSE",1,"S","1"
"712",733,"2","male","4",">26-30","FALSE",1,"S","0"
"715",736,"3","male","4",">26-30","FALSE",2,"S","0"
"717",535,"3","female","4",">26-30","FALSE",1,"S","0"
"718",860,"3","male","4",">26-30","FALSE",1,"C","0"
"721",54,"2","female","4",">26-30","FALSE",2,"S","1"
"725",179,"2","male","4",">26-30","FALSE",1,"S","0"
"726",423,"3","male","4",">26-30","FALSE",1,"S","0"
"727",424,"3","female","4",">26-30","FALSE",3,"S","0"
"730",791,"3","male","4",">26-30","FALSE",1,"Q","0"
"732",793,"3","female","4",">26-30","FALSE",11,"S","0"
"733",309,"2","male","4",">26-30","FALSE",2,"C","0"
"734",552,"2","male","4",">26-30","FALSE",2,"S","0"
"735",271,"1","male","4",">26-30","FALSE",2,"S","0"
"736",757,"3","male","4",">26-30","FALSE",1,"S","0"
"738",799,"3","male","4",">26-30","FALSE",1,"C","0"
"739",800,"3","female","4",">26-30","FALSE",3,"S","0"
"741",681,"3","female","4",">26-30","FALSE",1,"Q","0"
"742",682,"1","male","4",">26-30","TRUE",3,"C","1"
"745",563,"2","male","4",">26-30","FALSE",1,"S","0"
"747",201,"3","male","4",">26-30","FALSE",1,"S","0"
"748",445,"3","male","4",">26-30","FALSE",1,"S","1"
"749",82,"3","male","4",">26-30","FALSE",1,"S","1"
"750",568,"3","female","4",">26-30","FALSE",5,"S","0"
"751",84,"1","male","4",">26-30","FALSE",2,"S","0"
"754",412,"3","male","4",">26-30","FALSE",1,"Q","0"
"756",453,"1","male","4",">26-30","TRUE",1,"C","0"
"757",91,"3","male","4",">26-30","FALSE",1,"S","0"
"759",456,"3","male","4",">26-30","FALSE",1,"C","1"
"760",214,"2","male","4",">26-30","FALSE",1,"S","0"
"762",217,"3","female","4",">26-30","FALSE",1,"S","1"
"764",674,"2","male","5",">30-35","FALSE",1,"S","1"
"765",359,"3","female","5",">30-35","FALSE",1,"Q","1"
"766",86,"3","female","5",">30-35","FALSE",2,"S","1"
"767",813,"2","male","5",">30-35","FALSE",1,"S","0"
"768",5,"3","male","5",">30-35","FALSE",1,"S","0"
"770",207,"3","male","5",">30-35","FALSE",2,"S","0"
"771",430,"3","male","5",">30-35","TRUE",1,"S","1"
"774",633,"1","male","5",">30-35","TRUE",1,"C","1"
"775",591,"3","male","5",">30-35","FALSE",1,"S","0"
"778",100,"2","male","5",">30-35","FALSE",2,"S","0"
"779",19,"3","female","5",">30-35","FALSE",2,"S","0"
"780",328,"2","female","5",">30-35","TRUE",1,"S","1"
"781",448,"1","male","5",">30-35","FALSE",1,"S","1"
"782",519,"2","female","5",">30-35","FALSE",2,"S","1"
"784",873,"1","male","5",">30-35","TRUE",1,"S","0"
"785",764,"1","female","5",">30-35","TRUE",4,"S","1"
"786",753,"3","male","5",">30-35","FALSE",1,"S","0"
"788",767,"1","male","5",">30-35","FALSE",1,"C","0"
"791",486,"3","female","5",">30-35","FALSE",5,"S","0"
"792",770,"3","male","5",">30-35","FALSE",1,"S","0"
"795",384,"1","female","5",">30-35","FALSE",2,"S","1"
"796",75,"3","male","5",">30-35","FALSE",8,"S","1"
"797",723,"2","male","5",">30-35","FALSE",1,"S","0"
"798",549,"3","male","5",">30-35","FALSE",3,"S","0"
"799",266,"2","male","5",">30-35","FALSE",1,"S","0"
"800",307,"1","female","5",">30-35","FALSE",4,"C","1"
"802",712,"1","male","5",">30-35","TRUE",1,"S","0"
"803",124,"2","female","5",">30-35","TRUE",1,"S","1"
"804",584,"1","male","5",">30-35","TRUE",1,"C","0"
"805",664,"3","male","5",">30-35","FALSE",1,"S","0"
"806",286,"3","male","5",">30-35","FALSE",1,"C","0"
"807",4,"1","female","5",">30-35","TRUE",2,"S","1"
"808",520,"3","male","5",">30-35","FALSE",1,"S","0"
"809",869,"3","male","5",">30-35","FALSE",1,"S","0"
"810",304,"2","female","5",">30-35","TRUE",1,"Q","1"
"811",844,"3","male","5",">30-35","FALSE",1,"C","0"
"812",440,"2","male","5",">30-35","FALSE",1,"S","0"
"814",672,"1","male","5",">30-35","TRUE",2,"S","0"
"815",848,"3","male","5",">30-35","FALSE",1,"C","0"
"816",364,"3","male","5",">30-35","FALSE",1,"S","0"
"817",203,"3","male","5",">30-35","FALSE",1,"S","0"
"818",122,"3","male","5",">30-35","FALSE",1,"S","0"
"819",180,"3","male","5",">30-35","FALSE",4,"S","0"
"820",99,"2","female","5",">30-35","FALSE",2,"S","1"
"822",882,"3","male","5",">30-35","FALSE",1,"S","0"
"823",477,"2","male","5",">30-35","FALSE",2,"S","0"
"824",617,"3","male","5",">30-35","FALSE",3,"S","0"
"825",335,"1","female","5",">30-35","FALSE",2,"S","1"
"826",577,"2","female","5",">30-35","FALSE",1,"S","1"
"827",212,"2","female","5",">30-35","FALSE",2,"S","1"
"829",131,"3","male","5",">30-35","FALSE",1,"C","0"
"830",487,"1","female","5",">30-35","TRUE",2,"S","1"
"831",216,"1","female","5",">30-35","TRUE",3,"C","1"
"833",326,"1","female","5",">30-35","TRUE",4,"C","1"
"834",259,"1","female","5",">30-35","FALSE",4,"C","1"
"835",20,"3","female","5",">30-35","FALSE",1,"C","1"
"840",750,"3","male","5",">30-35","FALSE",1,"Q","0"
"843",794,"1","male","5",">30-35","FALSE",1,"C","0"
"845",219,"1","female","5",">30-35","TRUE",2,"C","1"
"846",462,"3","male","5",">30-35","FALSE",1,"S","0"
"847",720,"3","male","5",">30-35","FALSE",1,"S","0"
"848",839,"3","male","5",">30-35","FALSE",8,"S","1"
"849",517,"2","female","5",">30-35","TRUE",1,"S","1"
"851",560,"3","female","5",">30-35","FALSE",2,"S","1"
"854",768,"3","female","5",">30-35","FALSE",1,"Q","0"
"856",605,"1","male","5",">30-35","FALSE",1,"C","1"
"857",406,"2","male","5",">30-35","FALSE",2,"S","0"
"858",891,"3","male","5",">30-35","FALSE",1,"Q","0"
"859",810,"1","female","5",">30-35","TRUE",2,"S","1"
"861",745,"3","male","5",">30-35","FALSE",1,"S","1"
"862",570,"3","male","5",">30-35","FALSE",1,"S","1"
"863",573,"1","male","5",">30-35","TRUE",1,"S","1"
"864",615,"3","male","5",">30-35","FALSE",1,"S","0"
"865",738,"1","male","5",">30-35","TRUE",4,"C","1"
"866",455,"3","male","5",">30-35","FALSE",1,"S","0"
"867",413,"1","female","5",">30-35","TRUE",3,"Q","1"
"868",777,"3","male","5",">30-35","TRUE",1,"Q","0"
"869",658,"3","female","5",">30-35","FALSE",2,"Q","0"
"870",417,"2","female","5",">30-35","FALSE",3,"S","1"
"872",541,"1","female","5",">30-35","TRUE",2,"S","1"
"873",299,"1","male","5",">30-35","TRUE",1,"S","1"
"878",868,"1","male","5",">30-35","TRUE",1,"S","0"
"879",388,"2","female","5",">30-35","FALSE",1,"S","1"
"880",104,"3","male","5",">30-35","FALSE",1,"S","0"
"881",345,"2","male","5",">30-35","FALSE",1,"S","0"
"882",21,"2","male","5",">30-35","FALSE",2,"S","0"
"883",590,"3","male","5",">30-35","FALSE",1,"S","0"
"884",123,"2","male","5",">30-35","FALSE",2,"C","0"
"886",719,"3","male","5",">30-35","FALSE",2,"Q","0"
"887",702,"1","male","5",">30-35","TRUE",1,"S","1"
"889",191,"2","female","5",">30-35","FALSE",1,"S","1"
"890",760,"1","female","5",">30-35","TRUE",3,"S","1"
"891",397,"3","female","5",">30-35","FALSE",1,"S","0"
"892",680,"1","male","5",">30-35","TRUE",4,"C","1"
"893",801,"2","male","5",">30-35","FALSE",2,"S","0"
"894",802,"2","female","5",">30-35","FALSE",3,"S","1"
"895",240,"2","male","5",">30-35","FALSE",1,"S","0"
"896",280,"3","female","5",">30-35","FALSE",3,"S","1"
"897",293,"2","male","5",">30-35","TRUE",1,"C","0"
"898",728,"3","female","5",">30-35","FALSE",1,"Q","1"
"899",742,"1","male","5",">30-35","TRUE",3,"S","0"
"900",513,"1","male","5",">30-35","TRUE",1,"S","1"
"901",56,"1","male","5",">30-35","TRUE",1,"S","1"
"902",691,"1","male","5",">30-35","TRUE",2,"S","1"
"903",451,"2","male","5",">30-35","FALSE",4,"S","0"
"904",815,"3","male","5",">30-35","FALSE",1,"S","0"
"907",818,"2","male","5",">30-35","FALSE",3,"C","0"
"908",507,"2","female","5",">30-35","FALSE",3,"S","1"
"910",806,"3","male","5",">30-35","FALSE",1,"S","0"
"912",108,"3","male","5",">30-35","FALSE",1,"S","1"
"916",383,"3","male","5",">30-35","FALSE",1,"S","0"
"917",637,"3","male","5",">30-35","FALSE",1,"S","0"
"918",666,"2","male","5",">30-35","FALSE",7,"S","0"
"920",22,"2","male","5",">30-35","TRUE",1,"S","1"
"922",391,"1","male","5",">30-35","TRUE",4,"S","1"
"923",638,"2","male","5",">30-35","FALSE",3,"S","0"
"924",606,"3","male","5",">30-35","FALSE",2,"S","0"
"926",544,"2","male","5",">30-35","FALSE",2,"S","1"
"927",798,"3","female","5",">30-35","FALSE",1,"S","1"
"929",473,"2","female","5",">30-35","FALSE",4,"S","1"
"930",319,"1","female","5",">30-35","TRUE",4,"S","1"
"931",270,"1","female","5",">30-35","TRUE",4,"S","1"
"932",759,"3","male","5",">30-35","FALSE",1,"S","0"
"933",49,"3","male","5",">30-35","FALSE",3,"C","0"
"934",71,"2","male","5",">30-35","FALSE",1,"S","0"
"935",190,"3","male","5",">30-35","FALSE",1,"S","0"
"937",329,"3","female","5",">30-35","FALSE",3,"S","1"
"938",231,"1","female","5",">30-35","TRUE",2,"S","1"
"939",580,"3","male","5",">30-35","FALSE",1,"S","1"
"940",596,"3","male","5",">30-35","FALSE",3,"S","0"
"941",47,"3","male","5",">30-35","FALSE",2,"Q","0"
"942",246,"1","male","6",">35-45","TRUE",3,"Q","0"
"943",529,"3","male","6",">35-45","FALSE",1,"S","0"
"944",6,"3","male","6",">35-45","FALSE",1,"Q","0"
"945",855,"2","female","6",">35-45","FALSE",2,"S","0"
"947",416,"3","female","6",">35-45","FALSE",1,"S","0"
"948",14,"3","male","6",">35-45","FALSE",7,"S","0"
"950",812,"3","male","6",">35-45","FALSE",3,"S","0"
"953",539,"3","male","6",">35-45","FALSE",2,"S","0"
"954",2,"1","female","6",">35-45","TRUE",2,"C","1"
"955",249,"1","male","6",">35-45","TRUE",2,"S","1"
"957",706,"2","male","6",">35-45","FALSE",2,"S","0"
"959",26,"3","female","6",">35-45","FALSE",7,"S","1"
"960",578,"1","female","6",">35-45","TRUE",2,"S","1"
"961",697,"3","male","6",">35-45","FALSE",1,"S","0"
"962",237,"2","male","6",">35-45","FALSE",2,"S","0"
"965",41,"3","female","6",">35-45","FALSE",1,"S","0"
"967",340,"1","male","6",">35-45","TRUE",1,"S","0"
"968",274,"1","male","6",">35-45","TRUE",1,"C","0"
"969",503,"3","female","6",">35-45","FALSE",1,"Q","0"
"970",611,"3","female","6",">35-45","FALSE",7,"S","0"
"972",36,"1","male","6",">35-45","FALSE",2,"S","0"
"973",186,"1","male","6",">35-45","TRUE",1,"S","0"
"975",740,"3","male","6",">35-45","FALSE",1,"S","0"
"976",255,"3","female","6",">35-45","FALSE",3,"S","0"
"979",421,"3","male","6",">35-45","FALSE",1,"C","0"
"981",610,"1","female","6",">35-45","TRUE",3,"S","1"
"983",559,"1","female","6",">35-45","TRUE",3,"S","1"
"984",466,"3","male","6",">35-45","FALSE",1,"S","0"
"987",657,"3","male","6",">35-45","FALSE",1,"S","0"
"989",225,"1","male","6",">35-45","TRUE",2,"S","1"
"990",189,"3","male","6",">35-45","FALSE",2,"Q","0"
"991",162,"2","female","6",">35-45","FALSE",2,"S","1"
"992",526,"3","male","6",">35-45","FALSE",1,"Q","0"
"993",582,"1","female","6",">35-45","TRUE",4,"C","1"
"994",138,"1","male","6",">35-45","TRUE",2,"S","0"
"996",612,"3","male","6",">35-45","FALSE",1,"S","0"
"999",358,"2","female","6",">35-45","FALSE",1,"S","0"
"1000",105,"3","male","6",">35-45","FALSE",1,"S","0"
"1001",819,"3","male","6",">35-45","FALSE",1,"S","0"
"1002",415,"3","male","6",">35-45","FALSE",1,"S","1"
"1005",809,"2","male","6",">35-45","FALSE",1,"S","0"
"1008",339,"3","male","6",">35-45","FALSE",1,"S","1"
"1011",168,"3","female","6",">35-45","FALSE",6,"S","0"
"1012",130,"3","male","6",">35-45","FALSE",1,"S","0"
"1013",669,"3","male","6",">35-45","FALSE",1,"S","0"
"1015",671,"2","female","6",">35-45","FALSE",3,"S","1"
"1016",537,"1","male","6",">35-45","TRUE",1,"S","0"
"1017",385,"3","male","6",">35-45","FALSE",1,"S","0"
"1018",823,"1","male","6",">35-45","FALSE",1,"S","0"
"1019",150,"2","male","6",">35-45","FALSE",1,"S","0"
"1021",717,"1","female","6",">35-45","TRUE",5,"C","1"
"1023",31,"1","male","6",">35-45","FALSE",1,"C","0"
"1024",707,"2","female","6",">35-45","FALSE",1,"S","1"
"1025",679,"3","female","6",">35-45","FALSE",8,"S","0"
"1026",599,"3","male","6",">35-45","FALSE",1,"C","0"
"1027",846,"3","male","6",">35-45","FALSE",1,"S","0"
"1028",320,"1","female","6",">35-45","TRUE",5,"C","1"
"1029",264,"1","male","6",">35-45","TRUE",1,"S","0"
"1030",242,"3","female","6",">35-45","FALSE",2,"Q","1"
"1031",363,"3","female","6",">35-45","FALSE",2,"C","0"
"1032",161,"3","male","6",">35-45","FALSE",2,"S","0"
"1033",338,"1","female","6",">35-45","TRUE",5,"C","1"
"1034",218,"2","male","6",">35-45","FALSE",2,"S","0"
"1035",381,"1","female","6",">35-45","FALSE",5,"C","1"
"1036",30,"3","male","6",">35-45","FALSE",1,"S","0"
"1037",866,"2","female","6",">35-45","FALSE",1,"S","1"
"1039",210,"1","male","6",">35-45","TRUE",1,"C","1"
"1041",534,"3","female","6",">35-45","FALSE",3,"C","1"
"1043",333,"1","male","6",">35-45","TRUE",3,"S","0"
"1044",861,"3","male","6",">35-45","FALSE",2,"S","0"
"1045",780,"1","female","6",">35-45","TRUE",4,"S","1"
"1046",433,"2","female","6",">35-45","FALSE",2,"S","1"
"1051",504,"3","female","6",">35-45","FALSE",1,"S","0"
"1052",708,"1","male","6",">35-45","TRUE",1,"S","1"
"1053",63,"1","male","6",">35-45","TRUE",2,"S","0"
"1055",347,"2","female","6",">35-45","FALSE",1,"S","1"
"1056",604,"3","male","6",">35-45","FALSE",1,"S","0"
"1057",524,"1","female","6",">35-45","TRUE",2,"C","1"
"1058",188,"1","male","6",">35-45","FALSE",1,"S","1"
"1060",741,"1","male","6",">35-45","TRUE",1,"S","1"
"1061",622,"1","male","6",">35-45","TRUE",2,"S","1"
"1062",595,"2","male","6",">35-45","FALSE",2,"S","0"
"1063",838,"3","male","6",">35-45","FALSE",1,"S","0"
"1064",195,"1","female","6",">35-45","TRUE",1,"C","1"
"1065",236,"3","female","6",">35-45","FALSE",1,"S","0"
"1066",639,"3","female","6",">35-45","FALSE",7,"S","0"
"1068",360,"3","female","6",">35-45","FALSE",1,"Q","1"
"1070",401,"3","male","6",">35-45","FALSE",1,"S","1"
"1071",807,"1","male","6",">35-45","TRUE",1,"S","0"
"1072",562,"3","male","6",">35-45","FALSE",1,"S","0"
"1073",836,"1","female","6",">35-45","TRUE",3,"C","1"
"1074",149,"2","male","6",">35-45","TRUE",3,"S","0"
"1075",662,"3","male","6",">35-45","FALSE",1,"C","0"
"1076",634,"1","male","6",">35-45","FALSE",1,"S","0"
"1078",154,"3","male","6",">35-45","FALSE",3,"S","0"
"1079",613,"3","female","6",">35-45","FALSE",2,"Q","1"
"1080",574,"3","female","6",">35-45","FALSE",1,"Q","1"
"1085",361,"3","male","6",">35-45","FALSE",6,"S","0"
"1086",886,"3","female","6",">35-45","FALSE",6,"Q","0"
"1087",215,"3","male","6",">35-45","FALSE",1,"Q","0"
"1088",796,"2","male","6",">35-45","FALSE",1,"S","0"
"1091",471,"3","male","6",">35-45","FALSE",1,"S","0"
"1092",762,"3","male","6",">35-45","FALSE",1,"S","0"
"1095",277,"3","female","6",">35-45","FALSE",1,"S","0"
"1096",305,"3","male","6",">35-45","FALSE",1,"S","0"
"1099",109,"3","male","6",">35-45","FALSE",1,"S","0"
"1100",472,"3","male","6",">35-45","FALSE",1,"S","0"
"1103",857,"1","female","6",">35-45","FALSE",4,"S","1"
"1104",548,"2","male","6",">35-45","FALSE",1,"C","1"
"1105",273,"2","female","6",">35-45","FALSE",2,"S","1"
"1106",289,"2","male","6",">35-45","FALSE",1,"S","1"
"1107",315,"2","male","6",">35-45","FALSE",3,"S","0"
"1108",350,"3","male","6",">35-45","FALSE",1,"S","0"
"1109",441,"2","female","6",">35-45","FALSE",3,"S","1"
"1111",62,"1","female","6",">35-45","TRUE",2,"S","1"
"1112",198,"3","male","6",">35-45","FALSE",1,"S","0"
"1116",700,"3","male","6",">35-45","TRUE",1,"S","0"
"1118",774,"3","male","6",">35-45","FALSE",1,"C","0"
"1121",632,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1122",592,"1","female","7",">45-max(80)","TRUE",2,"C","1"
"1123",55,"1","male","7",">45-max(80)","TRUE",2,"C","0"
"1125",367,"1","female","7",">45-max(80)","TRUE",2,"C","1"
"1126",457,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1127",698,"3","female","7",">45-max(80)","FALSE",1,"Q","1"
"1128",482,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1129",253,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1130",178,"1","female","7",">45-max(80)","TRUE",1,"C","0"
"1131",269,"1","female","7",">45-max(80)","TRUE",3,"S","1"
"1132",125,"1","male","7",">45-max(80)","TRUE",2,"S","0"
"1133",488,"1","male","7",">45-max(80)","TRUE",1,"C","0"
"1134",169,"1","male","7",">45-max(80)","FALSE",1,"S","0"
"1135",223,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1137",93,"1","male","7",">45-max(80)","TRUE",2,"S","0"
"1138",65,"1","male","7",">45-max(80)","FALSE",1,"C","0"
"1140",296,"1","male","7",">45-max(80)","FALSE",1,"C","0"
"1142",285,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1143",797,"1","female","7",">45-max(80)","TRUE",1,"S","1"
"1144",204,"3","male","7",">45-max(80)","FALSE",1,"C","0"
"1146",224,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1147",301,"3","female","7",">45-max(80)","FALSE",1,"Q","1"
"1148",156,"1","male","7",">45-max(80)","FALSE",2,"C","0"
"1149",670,"1","female","7",">45-max(80)","TRUE",2,"S","1"
"1151",197,"3","male","7",">45-max(80)","FALSE",1,"Q","0"
"1152",281,"3","male","7",">45-max(80)","FALSE",1,"Q","0"
"1153",429,"3","male","7",">45-max(80)","FALSE",1,"Q","0"
"1154",175,"1","male","7",">45-max(80)","TRUE",1,"C","0"
"1155",484,"3","female","7",">45-max(80)","FALSE",1,"S","1"
"1157",648,"1","male","7",">45-max(80)","TRUE",1,"C","1"
"1158",746,"1","male","7",">45-max(80)","TRUE",2,"S","0"
"1159",167,"1","female","7",">45-max(80)","TRUE",2,"S","1"
"1160",450,"1","male","7",">45-max(80)","TRUE",1,"S","1"
"1162",117,"3","male","7",">45-max(80)","FALSE",1,"Q","0"
"1164",737,"3","female","7",">45-max(80)","FALSE",5,"S","0"
"1165",454,"1","male","7",">45-max(80)","TRUE",2,"C","1"
"1167",673,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1168",497,"1","female","7",">45-max(80)","TRUE",2,"C","1"
"1169",95,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1170",863,"1","female","7",">45-max(80)","TRUE",1,"S","1"
"1174",463,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1176",588,"1","male","7",">45-max(80)","TRUE",2,"C","1"
"1177",790,"1","male","7",">45-max(80)","TRUE",2,"C","0"
"1179",631,"1","male","7",">45-max(80)","TRUE",1,"S","1"
"1180",376,"1","female","7",">45-max(80)","FALSE",2,"C","1"
"1181",713,"1","male","7",">45-max(80)","TRUE",2,"S","1"
"1183",715,"2","male","7",">45-max(80)","FALSE",2,"S","0"
"1184",300,"1","female","7",">45-max(80)","TRUE",3,"C","1"
"1186",557,"1","female","7",">45-max(80)","TRUE",1,"C","1"
"1188",600,"1","male","7",">45-max(80)","TRUE",2,"C","1"
"1189",34,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1192",724,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1193",872,"1","female","7",">45-max(80)","TRUE",2,"S","1"
"1194",646,"1","male","7",">45-max(80)","TRUE",3,"C","1"
"1195",766,"1","female","7",">45-max(80)","TRUE",3,"S","1"
"1196",660,"1","male","7",">45-max(80)","TRUE",3,"C","0"
"1197",458,"1","female","7",">45-max(80)","TRUE",2,"S","1"
"1198",772,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1200",852,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1201",571,"2","male","7",">45-max(80)","FALSE",1,"S","1"
"1202",494,"1","male","7",">45-max(80)","FALSE",1,"C","0"
"1204",7,"1","male","7",">45-max(80)","TRUE",2,"S","0"
"1205",858,"1","male","7",">45-max(80)","TRUE",1,"S","1"
"1207",699,"1","male","7",">45-max(80)","TRUE",4,"C","0"
"1208",53,"1","female","7",">45-max(80)","TRUE",3,"C","1"
"1209",874,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1211",583,"2","male","7",">45-max(80)","FALSE",2,"S","0"
"1212",461,"1","male","7",">45-max(80)","TRUE",1,"S","1"
"1213",260,"2","female","7",">45-max(80)","FALSE",2,"S","1"
"1215",626,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1216",263,"1","male","7",">45-max(80)","TRUE",3,"S","0"
"1217",830,"1","female","7",">45-max(80)","TRUE",2,"S","1"
"1219",508,"1","male","7",">45-max(80)","FALSE",1,"S","1"
"1220",468,"1","male","7",">45-max(80)","FALSE",1,"S","0"
"1222",685,"2","male","7",">45-max(80)","FALSE",3,"S","0"
"1223",483,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1225",598,"3","male","7",">45-max(80)","FALSE",4,"S","0"
"1226",476,"1","male","7",">45-max(80)","TRUE",2,"S","0"
"1228",111,"1","male","7",">45-max(80)","TRUE",2,"S","0"
"1231",276,"1","female","7",">45-max(80)","TRUE",3,"S","1"
"1232",196,"1","female","7",">45-max(80)","TRUE",3,"C","1"
"1235",133,"3","female","7",">45-max(80)","FALSE",2,"S","0"
"1236",710,"3","male","7",">45-max(80)","FALSE",3,"C","1"
"1237",821,"1","female","7",">45-max(80)","TRUE",4,"S","1"
"1238",661,"1","male","7",">45-max(80)","FALSE",2,"S","1"
"1240",407,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1241",826,"3","male","7",">45-max(80)","FALSE",1,"Q","0"
"1242",773,"2","female","7",">45-max(80)","TRUE",2,"S","0"
"1243",493,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1244",775,"2","female","7",">45-max(80)","FALSE",2,"S","1"
"1245",414,"2","male","7",">45-max(80)","FALSE",3,"S","0"
"1247",12,"1","female","7",">45-max(80)","TRUE",1,"S","1"
"1249",171,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1253",663,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1256",464,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1257",546,"1","male","7",">45-max(80)","FALSE",1,"S","0"
"1258",587,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1259",467,"2","male","7",">45-max(80)","FALSE",3,"S","0"
"1262",695,"1","male","7",">45-max(80)","FALSE",1,"S","0"
"1263",696,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1265",435,"1","male","7",">45-max(80)","TRUE",2,"S","0"
"1266",556,"1","male","7",">45-max(80)","FALSE",1,"S","0"
"1267",527,"2","female","7",">45-max(80)","FALSE",1,"S","1"
"1268",516,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1269",32,"1","female","7",">45-max(80)","TRUE",3,"C","1"
"1271",318,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1274",398,"2","male","7",">45-max(80)","FALSE",2,"S","0"
"1275",97,"1","male","7",">45-max(80)","TRUE",1,"C","0"
"1276",18,"2","male","7",">45-max(80)","FALSE",1,"S","1"
"1281",332,"1","male","7",">45-max(80)","TRUE",1,"S","0"
"1282",327,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1283",251,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1284",755,"2","female","7",">45-max(80)","FALSE",5,"S","1"
"1285",233,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1287",593,"3","male","7",">45-max(80)","FALSE",1,"S","0"
"1289",545,"1","male","7",">45-max(80)","TRUE",3,"C","0"
"1290",110,"3","female","7",">45-max(80)","FALSE",3,"Q","1"
"1291",16,"2","female","7",">45-max(80)","FALSE",1,"S","1"
"1294",627,"2","male","7",">45-max(80)","FALSE",1,"Q","0"
"1295",439,"1","male","7",">45-max(80)","TRUE",6,"S","0"
"1300",532,"3","male","7",">45-max(80)","FALSE",1,"C","0"
"1301",514,"1","female","7",">45-max(80)","FALSE",2,"C","1"
"1303",880,"1","female","7",">45-max(80)","TRUE",3,"C","1"
"1304",151,"2","male","7",">45-max(80)","FALSE",1,"S","0"
"1305",572,"1","female","7",">45-max(80)","TRUE",2,"S","1"
"1306",459,"2","female","7",">45-max(80)","FALSE",1,"S","1"
"1308",250,"2","male","7",">45-max(80)","FALSE",2,"S","0"
"1309",153,"3","male","7",">45-max(80)","FALSE",1,"S","0"
